urlGuia,idNormas,pregunta,respuesta
ley-de-arriendo,13560;29526,¿Para qué tipo de propiedades rige la ley sobre arrendamiento de predios urbanos?,"La ley rige para bienes raíces urbanos. No incluye a los predios superiores a una hectárea y que sean destinados o usados para actividades agrícolas, ganaderas o forestales. Tampoco se aplica la ley de arriendo a los inmuebles fiscales, viviendas que se arriendan amobladas por temporadas no superiores a tres meses para fines de descanso o turismo, ni a los hoteles o residenciales. No aplica a estacionamientos, ni rige para las viviendas que se arriendan con promesa de venta, sistema conocido como de leasing."
ley-de-farmacos,1039348;1058373,¿Cómo define la ley  producto farmacéutico o medicamento?,"Se entenderá por producto farmacéutico o medicamento cualquier sustancia  natural, biológica, sintética o las mezclas de ellas, originada mediante  síntesis o procesos químicos, biológicos o biotecnológicos, que se destine a  las personas con fines de prevención, diagnóstico, atenuación, tratamiento o  curación de las enfermedades o sus síntomas o de regulación de sus sistemas o  estados fisiológicos particulares, incluyéndose en este concepto los elementos  que acompañan su presentación y que se destinan a su administración."
ley-de-identidad-de-genero,1126480;1042092,¿Qué es la identidad de género?,"La ley entiende la identidad de género como la convicción personal e interna de ser hombre o mujer, tal como la persona se percibe a sí misma. Eso puede o no corresponder con el sexo y nombre que figura en el acta de inscripción del nacimiento."
ley-de-no-discriminacion,1984;30256;1042092;236392;207436;242302,¿Cuál es el objetivo fundamental de la Ley de no discriminación?,Esta ley (conocida como Ley Zamudio) tiene por objetivo fundamental instaurar un mecanismo judicial que permita restablecer eficazmente el imperio del derecho cuando se cometa un acto de discriminación arbitraria.
ley-de-urgencia-en-salud,229834;221629;149846,¿Qué pasa con las urgencias con protección de Garantías Explícitas en Salud?,"Aquellas urgencias que además corresponden a problemas de salud garantizados en el AUGE/GES, deben ser informadas por el establecimiento asistencial a la Superintendencia de Salud a través de su página web, por lo que el paciente o sus cercanos deben asegurarse de que esto se realice."
ley-del-lobby,1065874;1060115;1001095;276363;1002606,¿Qué se busca a través de la Ley del lobby?,"Se  busca regular la actividad de lobby y demás gestiones que representen intereses  particulares, con el objeto de fortalecer la transparencia y probidad."
ley-del-trastorno-del-espectro-autista-tea,30651;1010903,¿Cómo se define en la ley el Trastorno del Espectro Autista?,"Las  personas con trastorno del espectro autista, son aquellas que presentan una diferencia o diversidad en el neurodesarrollo típico, que se manifiesta en dificultades significativas en la iniciación, reciprocidad y mantención de la interacción y comunicación social al relacionarse con diferentes entornos, así como también en conductas o intereses restrictivos o repetitivos. Las características que presenta el TEA son diversas y varían en cada persona. El trastorno del espectro autista deberá contar con un diagnóstico."
ley-del-cancer,249177;1078148;1039348;1149004,¿Qué busca la ley del cancer?,"Busca establecer un marco normativo para la planificación, desarrollo y ejecución de políticas públicas, programas y acciones destinados a establecer las causas y prevenir el aumento de la incidencia del cáncer. La ley también busca el adecuado tratamiento integral y la recuperación de la persona diagnosticada con dicha enfermedad. Forma parte de sus objetivos, crear un fondo de financiamiento adecuado a los propósitos señalados."
ley-del-mono-para-microempresas-y-sedes-sociales,1172304;1087285;1037694,¿Qué entiende la ley por microempresa inofensiva?,"Se entiende por microempresa toda actividad industrial, comercial o de servicios de menor tamaño, menos las de salud, de educación y de expendio de alcoholes. Las inofensivas son las que no producen daños ni molestias a las personas, comunidad o entorno, lo que será certificado por la autoridad sanitaria correspondiente o quien ella designe."
ley-penal-juvenil,1984;244803;261383,¿Qué establece la Ley de Responsabilidad Penal Adolescente?,La ley de Responsabilidad Penal Adolescente establece un sistema de responsabilidad para los adolescentes entre 14 y 18 años que violen la ley penal. Su principal objetivo es reinsertar a los jóvenes en la sociedad a través de programas especiales.
libertad-condicional,1984;1053666;176595;5979;1040829,¿Qué es la libertad condicional?,"Es la libertad que se otorga a los reos que están cumpliendo su condena en las cárceles. Es un medio de prueba de que la persona demuestra avances en su proceso de reinserción social. Este beneficio no modifica la duración de la pena, sino que es un modo particular de cumplirla en libertad."
libertad-de-expresion,186049;242302,¿La Constitución garantiza la libertad de expresión?,"La Constitución establece como un derecho la libertad de emitir opinión y la de informar, sin censura previa, en cualquier forma y por cualquier medio. No obstante, las personas deben responder de los delitos y abusos que cometan en el ejercicio de esas libertades, de acuerdo con las leyes."
libre-eleccion-de-internet-television-pagada-y-telefonia-en-edificios-y-condominios,1074272;1117769;29591,"¿Qué se exige a los proyectos inmobiliarios en relación a las instalaciones para proveer servicios de telefonía, internet o televisión pagada?","En todo proyecto de condominio o edificio que considere instalaciones de telecomunicaciones debe asegurarse la libre elección de los servicios de telefonía fija, internet y televisión pagada para cada una de las unidades. Esto rige para todos, estén o no acogidos al régimen de copropiedad inmobiliaria."
licencia-de-conducir,1041670;10426;1026780;1007469;131534,¿Qué requisitos debo cumplir para obtener licencia de conducir por primera vez?,"Certificado de educación básica. Cédula de identidad. Tener 18 años de edad, excepcionalmente 17. Examen teórico. Examen práctico. Examen médico psicotécnico y de la vista."
licencia-medica-para-el-acompanamiento-de-hijos-e-hijas-enfermos-graves-o-en-estado-terminal,1039952;7281;1113014,¿En caso de estado terminal cuánto tiempo se otorga de licencia medica para el acompañamiento de hijos e hijas enfermos?,El permiso para cada trabajador o trabajadora en los casos de fase o estado terminal de la vida durará hasta producido el fallecimiento del hijo o hija.
licencias-medicas,1039952;7281,¿Qué es una licencia médica?,"Un documento que puede ser extendido por un médico cirujano, cirujano-dentista o matrona, mediante el cual el profesional certifica que un trabajador se encuentra incapacitado temporalmente para trabajar, prescribiendo reposo total o parcial, por un lapso determinado, con el fin de atender el restablecimiento de su salud."
limite-a-la-reeleccion-de-autoridades,1108229;1147301,¿Los concejales tienen el límite de reelección?,"Los concejales duran cuatro años en el cargo y pueden ser reelegidos otras dos veces. Es decir, también pueden estar un máximo de 12 años en cargo."
maltrato-infantil-a-adultos-mayores-y-a-personas-en-situacion--de-discapacidad,15824;1103697,"¿Los condenados por maltratar a un menor de 18 años, a un adulto mayor o a una persona en situación de discapacidad pueden trabajar con ese tipo de personas?","Se establecen dos nuevas penas: “Inhabilitación absoluta perpetua para cargos, empleos, oficios o profesiones ejercidos en ámbitos educacionales, de la salud o que involucren una relación directa y habitual con menores de dieciocho años de edad, adultos mayores y personas en situación de discapacidad”. “Inhabilitación absoluta temporal para cargos, empleos, oficios o profesiones ejercidos en ámbitos educacionales, de la salud o que involucren una relación directa y habitual con menores de dieciocho años de edad, adultos mayores o personas en situación de discapacidad.” Esa pena durará el tiempo que fije el tribunal."
manipuladoras-y-manipuladores-de-alimentos,268636;213004;207436,¿Hay condiciones especiales que plantee ley para las  manipuladoras y manipuladores de alimentos?,"Sí, el Congreso  estableció una serie de normas que rigen el trabajo de manipuladoras y  manipuladores de alimentos, que laboran en jardines infantiles y escuelas,  entre otras entidades."
matrimonio-igualitario,172986;1169572;1002564;229557;1075210,¿Cómo define la ley el matrimonio?,"El matrimonio es un contrato solemne por el cual dos personas se unen actual e indisolublemente, y por toda la vida, con el fin de vivir juntos, de procrear, y de auxiliarse mutuamente. El matrimonio solo puede celebrarse entre personas mayores de 18 años. El matrimonio que se haga con un menor es nulo. Se eliminó la exigencia de que el matrimonio fuese un contrato entre un hombre y una mujer que contenía el Código Civil. De esta manera, se consagra el concepto de matrimonio igualitario, al no exigir que los cónyuges sean hombre y mujer. Es decir, el matrimonio se puede celebrar entre dos personas sin distinción de sexo, orientación sexual o identidad de género. Se mantiene la disposición que alude a que quienes se casan están obligados a guardarse fe, a socorrerse y ayudarse mutuamente en todas las circunstancias de la vida. Y aquella que señala que se deben respeto y protección recíprocos. Pero ahora alude expresamente a los cónyuges y no al marido y la mujer."
mediacion-familiar,232033;232035;232036;229557;243239;277775,¿Qué se entiende por mediación familiar?,"La mediación familiar es un sistema de resolución de conflictos a que llegan las partes, ayudadas por un tercero imparcial llamado mediador familiar. El mediador los ayuda a obtener una solución que surja de ellos mismos, a    través de sesiones realizadas fuera del tribunal, en un ambiente que favorece el entendimiento. Es un procedimiento voluntario. Sin embargo, respecto de algunas materias la ley exige someterse a ella, en forma previa a la demanda judicial. El acuerdo a que lleguen las partes debe ser sometido a un paso final de aprobación del tribunal de familia."
ministerio-de-ciencia-tecnologia-conocimiento-e-innovacion,1121682,"¿Qué es el Ministerio de Ciencia, Tecnología, Conocimiento e Innovación?","Es la secretaría de Estado encargada de asesorar y colaborar con el Presidente o la Presidenta de la República en el diseño, formulación, coordinación, implementación y evaluación de las políticas, planes y programas destinados a fomentar y fortalecer la ciencia, la tecnología y la innovación derivada de la investigación científico-tecnológica."
ministerio-de-la-mujer-y-equidad-de-genero,242648;1042092;1075613,¿Qué es el Ministerio de la Mujer y Equidad de Género?,"Es la Secretaría de Estado encargada de colaborar con el Presidente o Presidenta de la República en el diseño, coordinación y evaluación de las políticas, planes y programas destinados a promover la equidad de género, la igualdad de derechos y de procurar la eliminación de toda forma de discriminación arbitraria en contra de las mujeres."
ministerio-del-deporte,1053691;181636;237718,¿Qué  es el Ministerio del Deporte?,Es el organismo encargado de colaborar con la Presidencia de la República en materias  referidas a la   Política Nacional del Deporte.
modificacion-de-los-contratos-de-salud-de-las-isapres,1161024;249177,¿Cómo se deben pactar los contratos de salud de las isapres  para recibir las prestaciones?,"Las personas deberán suscribir un contrato de plazo indefinido, con la Institución de Salud Previsional que elijan. Las partes convendrán libremente en el contrato las prestaciones y beneficios incluidos, así como la forma, modalidad y condiciones de su otorgamiento. Los contratos deben tener un contenido mínimo señalado por la ley y mantendrán la vigencia, salvo que una de las partes incumpla las obligaciones contractuales o por mutuo acuerdo. La isapre deberá ofrecer un nuevo plan si eso es requerido por el afiliado y se fundamenta en la cesantía o en una variación permanente de la cotización legal, o de la composición de su grupo familiar."
monitoreo-telematico-en-causas-por-violencia-intrafamiliar-brazalete-electronico,242648;1103697;1165983,¿En qué caso determina la Ley N° 21.378 que se puede usar el monitoreo telemático por violencia intrafamiliar?,"Podrá supervisarse mediante monitoreo telemático, a través de medios tecnológicos para controlar la prohibición de acercarse a la víctima, a su domicilio, lugar de trabajo o estudio, decretada en causas seguidas por violencia intrafamiliar por tribunales con competencia penal (Juzgados de Garantía) o por los Tribunales de Familia."
muerte-gestacional-o-perinatal-de-un-hijo-o-hija,1039348;1165684,¿Las trabajadoras y los trabajadores que pierdan un hijo por muerte perinatal o gestacional tendrán días libres?,"Se modifica el Código del trabajo para aumentar el permiso pagado de tres a siete días hábiles para el trabajador y la trabajadora por la muerte de la criatura en período de gestación. Este permiso es adicional al feriado anual, independientemente del tiempo de servicio del trabajador o trabajadora."
multirut,207436;1063750,¿Cuál es el objetivo de la modificación legal para multirut?,"Es identificar al verdadero  empleador. La empresa puede organizarse en varias identidades legales pero eso  no puede significar ocultar al verdadero empleador, y con ello las obligaciones  que se derivan. La legislación sanciona las conductas de multirut o división de  razones sociales de una empresa que busquen afectar los derechos colectivos e  individuales de los trabajadores."
neutralidad-de-internet,1016570;1023845;29591,¿Qué significa la “neutralidad” de Internet?,"Significa que las empresas proveedoras de acceso a Internet no pueden bloquear, interferir, discriminar, entorpecer ni restringir arbitrariamente el derecho de cualquier usuario para utilizar, enviar, recibir u ofrecer cualquier contenido, aplicación o servicio legal a través de Internet, así como cualquier otro tipo de actividad o uso legal realizado a través de la red."
nuevo-sistema-de-educacion-publica,1111237;1030934;269001;1078172;1014974,¿Cuál es la unidad básica del nuevo sistema de Educación Pública?,Los establecimientos educacionales son la unidad básica y fundamental del Sistema de Educación Pública.
nuevo-sistema-electoral-para-elecciones-parlamentarias-fin-del-sistema-binominal,1108229;1050184;1077039;242302,¿Cuántos distritos electorales habrá a partir de las elecciones parlamentarias de 2017?,"Se estableció que habrá 28 distritos electorales en los que serán elegidos los diputados. Ningún distrito elegirá menos de tres ni más de ocho diputados. La distribución territorial que habrá es la siguiente: Región de Arica y Parinacota: un distrito que elegirá tres diputados. Región de Tarapacá: un distrito que elegirá tres diputados. Región de Antofagasta: un distrito que elegirá cinco diputados. Región de Atacama: un distrito que elegirá cinco diputados. Región de Coquimbo: un distrito que elegirá siete diputados. Región de Valparaíso: dos distritos; cada uno elegirá ocho diputados. Región Metropolitana de Santiago: siete distritos. Dos de ellos elegirán ocho diputados cada uno. Otros dos elegirán siete diputados cada uno. Habrá dos que elegirán seis diputados cada uno. Finalmente habrá un distrito que elegirá cinco diputados. Región de O’Higgins: dos distritos. En uno se elegirán cinco diputados y en el otro, cuatro. Región del Maule: dos distritos. Uno elegirá siete diputados y el otro, cuatro. Región del Bío Bío: tres distritos. Uno va a elegir ocho diputados y en los  otros dos se eligen cinco en cada uno. Región de la Araucanía: dos distritos. Uno va a elegir siete diputados; otro, cuatro. Región de los Ríos: un distrito que elegirá cinco diputados. Región de Los Lagos: dos distritos. Uno elegirá cinco diputados y el otro, cuatro. Región de Aysén: un distrito, que elegirá tres diputados. Región de Magallanes y Antártica Chilena: un distrito, que elegirá tres diputados. La Región de Ñuble existirá desde el 6 de septiembre de 2018. En las elecciones parlamentarias de 2021 tendrá un distrito que elegirá 5 diputados.  En consecuencia, la Región del Bío Bío quedará en 2021 con dos distritos. Uno va a elegir ocho diputados y en el otro, cinco."
pago-automatico-de-la-linea-de-credito,1134000;5594;1160403,¿En qué consiste el pago automático de la línea de crédito?,"El pago de la línea de sobregiro de la cuenta corriente será automático. Es decir, en el momento en que haya fondos en la cuenta, estos se traspasarán de inmediato al pago de la línea de crédito asociada a la cuenta. Sin embargo, se privilegiará el pago de la deuda vigente por créditos no estipulados. Esto ocurre cuando se ha girado una cantidad mayor a la pactada en la línea de crédito. El pago de ese sobregiro siempre tendrá prioridad."
pago-de-facturas-a-treinta-dias,1015913;1127890;1010668,¿Qué pasa si no se realiza el pago de facturas en el plazo estipulado?,"Se entenderá que el deudor ha incurrido en mora. Se fija un interés desde el primer día de mora o simple retardo y hasta la fecha del pago efectivo. Ese interés debe ser igual al interés corriente para operaciones no reajustables en moneda nacional de más de noventa días, por montos superiores al equivalente a 200 unidades de fomento e inferiores o iguales al equivalente de 5.000 unidades de fomento. Asimismo, el comprador o beneficiario del bien o servicio que se encuentre en mora deberá pagar una comisión fija por recuperación de pagos equivalente al 1% del saldo insoluto adeudado."
pago-de-tarifa-en-el-transporte-publico-y-registro-de-infractores,1116754;1007469,¿Es legalmente obligatorio pagar el pasaje en el transporte público?,"Sí, la Ley del Tránsito define como una obligación del pasajero el pago de la tarifa. No hacerlo es una falta grave de la Ley del Tránsito. Tiene una multa de entre 1 a 1,5 Unidades Tributarias Mensuales (UTM), que se duplica en caso de reincidencia. Carabineros podrá conducir al pasajero a una unidad policial, para el solo efecto de verificar su domicilio, si la persona no lo entrega."
pago-efectivo-de-deudas-de-pensiones-de-alimentos,1181003,¿Qué nueva medida puede adoptar el juez o jueza ante las pensiones de alimentos adeudadas?,Podrá ordenar la retención de los fondos que el deudor tenga en sus cuentas bancarias u otros instrumentos financieros o de inversión. El tribunal tiene un plazo de cinco días hábiles para resolver.
partidos-politicos,1089342;1107684;1108229;1107717;242302,¿Qué son los partidos políticos?,"Los partidos políticos son asociaciones autónomas y voluntarias organizadas democráticamente, con personalidad jurídica. Están integrados por personas que comparten unos mismos principios ideológicos y políticos."
patentes-municipales,220208;18967,¿Qué es una patente municipal?,El permiso necesario para emprender cualquier actividad comercial que necesita un local fijo. Lo otorga la municipalidad del lugar donde se instalará el negocio.
penalizacion-de-la-tenencia-de-celulares-en-las-carceles,1984;1195715,¿Se mantienen las sanciones para quienes ingresen a las cárceles los teléfonos celulares y otros elementos para la comunicación?,"Sí, el Código Penal sanciona al que, sin estar legal o reglamentariamente autorizado, interne o permita el ingreso a los penales de dichos elementos. La pena es de presidio menor en su grado mínimo a medio (61 días a 3 años de presidio). Si el que ingresa el teléfono o elemento de comunicación prohibido es un abogado, procurador o empleado público, la pena no se aplicará en su grado mínimo. Es decir, será de 541 días a tres años de presidio. Se le aplicará también suspensión en su grado mínimo a inhabilitación absoluta temporal en cualquiera de sus grados para el ejercicio de la profesión y del cargo u oficio, respectivamente."
penas-mas-altas-para-adultos-que-cometen-delitos-o-crimenes-junto-con-ninos-ninas-o-adolescentes,1984;244803;1174563,¿Qué pasa si adultos cometen delitos junto con personas menores de 18 años y mayores de 14?,"Cuando el delito sea cometido con la intervención de una o más personas menores de dieciocho años de edad y mayores de catorce, se excluirá para los mayores de edad que intervinieron en el delito el mínimum o el grado mínimo de la pena señalada."
penas-sustitutivas-a-la-carcel,1984;176595;29636,¿Qué penas sustitutivas a las de cárcel añade la ley?,"A las ya existentes de remisión condicional de la pena y libertad vigilada, se agregan la libertad vigilada intensiva, la expulsión del país (para extranjeros) y la prestación de servicios en beneficio de la comunidad."
pension-garantizada-universal-pgu,1171923;7147,¿Qué es la Pensión Garantizada Universal (PGU)?,"Es un beneficio no contributivo otorgado por el Estado y pagado mensualmente. Lo pueden obtener las personas que cumplan con los requisitos establecidos en la ley, estén trabajando o no y estén pensionadas o no (con la excepción de las pensiones de Capredena y Dipreca) El monto de esta pensión mensual ascendía en 2022 a un máximo de $185.000, pero se reajusta anualmente."
pension-alimenticia-para-menores,172986,¿Qué es la pensión alimenticia?,"Es la obligación de dar alimentos, fijada o aprobada judicialmente. Tratándose de niños, niñas y adolescentes, incluye además, enseñanza básica, media y el aprendizaje de alguna profesión u oficio."
pension-especial-y-retiro-de-fondos-de-afp-para-enfermos-terminales,1039348;1149004;1155207,¿El afiliado enfermo terminal puede hacer un retiro mayor de fondos de afp de una sola vez?,"Sí, afiliado tiene esa opción. Para optar a este retiro de fondos, el afiliado debe solicitar reducir la renta temporal de 12 meses hasta el valor de la pensión básica solidaria vigente para mayores de ochenta años y retirar la diferencia como excedente de libre disposición (que no paga impuestos bajo las 800 UTM). Si el saldo total no alcanza para financiar la renta temporal de monto igual a la pensión básica solidaria, el saldo se destinará solo a financiar la renta temporal, es decir, no se permitirá el retiro de fondos."
pensiones-de-invalidez,7147;269892;1016846,¿Cómo son las pensiones de invalidez para afiliados al IPS?,"Los afiliados al IPS podrán acceder a una pensión que variará según el grado de invalidez: Entre 40% y 70%: recibirá una Pensión de Invalidez Parcial, equivalente al 35% de la renta promedio mensual. Si es superior a un 70%: recibirá una Pensión de Invalidez Total, equivalente al 70% de la renta promedio mensual. Si la incapacidad obliga al trabajador a requerir la ayuda de terceros para realizar actos básicos de la vida diaria,   recibirá una Pensión por Gran Invalidez, que es igual a una Pensión de Invalidez Total incrementada en 30%. Debe acercarse al Instituto de Previsión Social (IPS) para solicitar esta pensión."
permiso-de-circulacion,257930;11031;18967,¿Qué es el permiso de circulación?,"El impuesto que deben pagar anualmente todos los   dueños de vehículos motorizados y que va en beneficio de las   municipalidades. Permite que los automóviles, camionetas, motos y otros   puedan circular por las calles del país en forma legal."
permiso-laboral-para-examenes-de-mamografia-o-prostata,1066873;207436,¿Qué trabajadoras tienen el permiso laboral para hacerse una mamografía?,Las trabajadoras cuyos contratos de trabajo sean por un plazo superior a treinta días.
permiso-laboral-por-nacimiento,1030936;1064513;1110267;207436,¿En qué consiste el permiso laboral por nacimiento?,"PERMISO POR NACIMIENTO   Es un permiso legal para el padre que acaba de tener un hijo o lo ha adoptado,  que tiene carácter de licencia médica."
perros-de-asistencia-para-personas-con-discapacidad,1055217;30651;261428,¿Cualquier perro puede ser un perro de asistencia?,"No, el animal debe recibir entrenamiento específico por parte de personas o instituciones especializadas y reconocidas legalmente. Estas entidades incluso podrán seleccionar y criar perros con el objetivo particular de servir de animales de asistencia."
pildora-del-dia-despues,1010482;1049694,¿El Estado debe entregar la “píldora del día después”?,"Los órganos de la   Administración del Estado con competencia en la materia (Red  Asistencia del Sistema Nacional de Servicios de Salud: postas, hospitales  públicos y consultorios municipales, etc., tanto médicos como matronas) deben  poner a disposición de la población métodos anticonceptivos, tanto hormonales  como no hormonales, que cuenten con la debida autorización. Por ejemplo,  métodos combinados de estrógeno y progestágeno; métodos de progestágeno solo;  los métodos de anticoncepción no hormonal como preservativos, diafragmas, etc.,  y los métodos anticonceptivos  hormonales de emergencia, más conocidos como “píldora del día después”.  Este último elemento se entregará  gratis en el sistema público de salud."
plan-ges-ex-auge,213493;238102;229834;1135882;221629,¿Debo solicitar incorporar en GES en mi plan de salud?,No. Fonasa y las Isapres tienen la obligación de prestar estas garantías y cubrir las enfermedades garantizadas a la fecha y las que se vayan incorporando a futuro.
plan-de-formacion-ciudadana-en-establecimientos-educacionales,1107717;1088963;1108229,¿Qué establecimientos educacionales deberán incorporar el Plan de Formación Ciudadana?,"Todos los establecimientos educacionales reconocidos por el Estado deberán incluir en los niveles de enseñanza que impartan –parvularia, básica y/o media— un Plan de Formación Ciudadana."
portabilidad-financiera,1032865;1146340,¿Qué modalidades puede tener la portabilidad financiera?,"Portabilidad sin subrogación: El cliente contrata productos o servicios financieros con un nuevo proveedor y se pone término a uno o más productos o servicios financieros que el cliente mantenía vigentes con el proveedor inicial. Se extinguen en consecuencia todas las garantías o cauciones que contemplaban dichos productos o servicios para asegurar su pago. Portabilidad con subrogación: El cliente contrata un nuevo crédito con un nuevo proveedor con la finalidad de pagar un crédito que mantenía con un proveedor inicial. Se produce con ello una sustitución del crédito (subrogación). Un mismo proceso de portabilidad podrá operar bajo ambas modalidades para distintos productos o servicios financieros. El proceso de portabilidad financiera podrá hacerse tanto entre productos o servicios financieros otorgados por distintos proveedores, como entre productos o servicios financieros otorgados por el mismo proveedor."
portonazos,1984;1134236;1046664,¿Se considera robo cuando se sustrae un vehículo motorizado usando la sorpresa o distrayendo al conductor o conductora al momento en que entra o sale de su casa?,"Sí. La ley señala que se considera robo y lo sanciona con presidio menor en su grado máximo (tres años y un día a cinco años). Las condiciones que se deben cumplir son, que se use la sorpresa o la distracción de la víctima. También se considera robo si el o los autores del delito generan cualquier maniobra distractora cuyo objeto sea que la víctima abandone el vehículo. Este delito se comete en el momento en que la víctima se apreste a ingresar o hacer abandono de un lugar habitado, destinado a la habitación o sus dependencias, o su lugar de trabajo."
posesion-efectiva-sin-testamento,172986;22740;215613,¿Qué es la posesión efectiva?,"La posesión efectiva de la herencia es un trámite que deben hacer uno o más de los herederos, personalmente o representados por un mandatario, para poder disponer legalmente de los bienes (ahorros, casa, auto, etc.) dejados por quien ha fallecido (causante). Si la herencia es intestada (cuando el causante no dejó testamento), éste trámite se hace en el Registro Civil y no se requiere de los servicios de un abogado."
postergacion-de-cuotas-de-creditos-hipotecarios-y-garantia-estatal,1154155,¿Qué son los créditos hipotecarios de postergación?,"Corresponderán a contratos de mutuo de dinero. El único objeto del contrato es el pago de determinadas cuotas del crédito hipotecario adeudadas. El deudor podrá otorgar un mandato irrevocable al acreedor para que, en representación del deudor, celebre el contrato de crédito de postergación y pague las cuotas del crédito hipotecario. Luego el acreedor debe solicitar la inscripción ante el Conservador de Bienes Raíces competente y practicar cualquier diligencia adicional que se requiera."
postnatal,249177;4252;207436;140084,¿Cuánto tiempo dura ahora el descanso postnatal?,"Doce semanas (tres meses) más doce semanas de un   nuevo permiso postnatal parental, con lo que la trabajadora puede acceder a un permiso pagado de 24 semanas. En el periodo posnatal parental, la trabajadora puede elegir volver a su trabajo por media jornada, con lo que su extensión será de 18 semanas (cuatro meses y medio), pero recibiendo la mitad del subsidio que le corresponda. En resumen, el postnatal de 12 semanas se extiende por 12 semanas más, mediante el denominado permiso posnatal parental,   entregado a la madre trabajadora. El posnatal da derecho a un subsidio de un máximo 73,2 UF mensuales para la trabajadora. Pero ese tope no se aplica a las funcionarias públicas, que tienen derecho a su remuneración íntegra."
prevencion-y-sancion-de-las-conductas-de-acoso-sexual-abuso-sexual-discriminacion-y-maltrato-en-el-deporte,1053691;181636;237718;1196863,¿Cómo se sancionará a los que tengan conductas de acoso sexual y/o abuso sexua en el deportel?,"El Ministerio del Deporte podrá inhabilitar a perpetuidad a quienes ejerzan  conductas de acoso y/o abuso sexual, para participar en organizaciones deportivas."
prevencion-deteccion-y-persecucion-de-la-corrupcion,1125600;1984,¿Cuál es el cambio principal en los delitos de cohecho y soborno?,"La ley anterior consideraba como beneficios ofrecidos, solicitados, aceptados o entregados, solo aquellos de carácter económico. Con la modificación, se agregan los beneficios u ofrecimientos de otra naturaleza."
procedimiento-especial-para-regularizar-las-deudas-por-derechos-de-aseo-domiciliario,1084262,¿Pueden las municipalidades celebrar convenios para regularizar las deudas por derechos de aseo domiciliario?,"Sí, la ley faculta a las municipalidades para celebrar convenios de pago hasta en doce cuotas por deudas por derechos de aseo."
procedimiento-simple-para-crear-empresas,6368;6369;7042;207588;6374;1048718;30357;1974;1022392;188826;258492;261949;7134,¿Qué empresas se pueden crear con  el procedimiento simplificado?,Las  personas jurídicas beneficiadas son las siguientes: La empresa individual de  responsabilidad limitada (EIRL) La sociedad de responsabilidad limitada. La sociedad anónima cerrada. La sociedad anónima de garantía recíproca. La sociedad colectiva comercial. La sociedad por acciones. La sociedad en comandita simple. La sociedad en comandita por acciones.
procedimiento-simple-para-desalojo-de-arrendatarios,13560;1178004;29526,¿Cuándo es procedente que el juez apruebe la restitución anticipada y el lanzamiento (desalojo) de arrendatarios?,"En los casos en que el arrendador demande la terminación del contrato y la restitución del bien, por haberse destruido parcialmente o haber quedado inutilizado para su uso como consecuencia de la acción u omisión del arrendatario en su cuidado."
procedimientos-del-sistema-de-garantias-y-proteccion-integral-de-los-derechos-de-la-ninez-y-adolescencia,15824;1154203,¿A qué se llama protección integral de derechos de la niñez y adolescencia?,"La protección integral de carácter universal es aquella que efectúa el Estado respecto de todo niño, niña o adolescente en los siguientes ámbitos: Promoción y defensa de derechos. Seguimiento y acompañamiento. Protección de derechos."
proceso-constitucional-2023,1187896;1108229;242302,¿Qué es el Consejo Constitucional?,"El Consejo Constitucional será un órgano de al menos 50 integrantes que tendrá por único objeto discutir y aprobar una propuesta de texto de nueva Constitución. La ciudadanía deberá elegir sus integrantes en votación popular el 7 de mayo de 2023 y se elegirá igual número de mujeres que de hombres. Se podrán agregar también representantes de los pueblos originarios, cuyo número dependerá de la votación del padrón electoral indígena."
prohibicion-de-bolsas-plasticas-en-el-comercio,30667;1121380,¿Qué se entiende por bolsa plástica de comercio?,"Es la bolsa fabricada con material plástico que es entregada por un establecimiento de comercio para el transporte de mercaderías. Si la compra se hace por medios electrónicos (internet), es la bolsa en que se envían las mercaderías al consumidor."
prohibicion-de-fumar-en-playas-y-otras-normas-para-evitar-contaminacion-con-colillas,1171984;30786;1047848,¿Se puede fumar en las playas?,"Queda prohibido fumar en las playas de mar, de río o lago."
propiedad-intelectual-derechos-de-autor,1012827;28933;1055543,¿A qué se le llama “derechos de autor”?,"Según la ley, son “los derechos que adquieren los autores de obras de la inteligencia en los dominios literarios, artísticos y científicos, cualquiera que sea su forma de expresión, y los derechos conexos que ella determina”. Los derechos de autor son patrimoniales y morales, es decir, son derechos relacionados con el aprovechamiento, paternidad e integridad de la obra. Algunos derechos morales son: reivindicar la paternidad de la obra, asociándole el nombre o seudónimo del autor; oponerse a toda modificación sin su consentimiento; mantener la obra inédita, y autorizar a terceros a terminar una obra inconclusa. Algunos derechos patrimoniales son: publicación de la obra, adaptación de la misma a otro género, reproducción por cualquier procedimiento y distribución mediante venta."
propinas,1102292;1090828;207436,¿La propina debe figurar en la cuenta de los restaurantes?,"En los establecimientos que atiendan público a través de garzones, como restaurantes, pubs, bares, cafeterías, discotecas, fondas y similares, el empleador deberá sugerir, en cada cuenta de consumo, el monto correspondiente a una propina. Esa cifra debe ser de a lo menos el 10% del consumo, que deberá pagar el cliente, salvo que éste manifieste su voluntad en contrario."
